NUMBER,NAME,DESKV,TYPE,INSTALL_DATE,FEET,MILES,OPCO,EAS_NUM,STATUS,OWNER,OBJECTID
180A,East Centerton - Flint Creek,161 kV,Line,2008/12/31,100572,19.048,Southwestern Electric Power (AR),TLN194:0180A,In service,AEP - SEP non-TX,299182
181A,Patterson - South Nashville,138 kV,Line,1941/12/31,133788,25.339,Southwestern Electric Power (AR),TLN194:0181A,In service,AEP - SEP non-TX,291342
181B,South Nashville - South Murfreesboro AP&L,138 kV,Line,1942/12/31,95549,18.096,Southwestern Electric Power (AR),TLN194:0181B,In service,AEP - SEP non-TX,298174
187A,Eureka Springs - Table Rock (SPA),161 kV,Line,1900/01/01,6777,1.284,Southwestern Electric Power (AR),TLN194:0187A,In service,AEP - SEP non-TX,300030
189A,Dyess - East Rogers,161 kV,Line,1960/12/31,71027,13.452,Southwestern Electric Power (AR),TLN194:0189A,In service,AEP - SEP non-TX,291406
189B,East Rogers - Beaver Dam (SPA),161 kV,Line,1960/12/31,30711,5.816,Southwestern Electric Power (AR),TLN194:0189B,In service,AEP - SEP non-TX,299502
190A,Hyland - Southeast Fayetteville,161 kV,Line,1969/12/31,11315,2.143,Southwestern Electric Power (AR),TLN194:0190A,In service,AEP - SEP non-TX,299566
190B,South Fayetteville - Southeast Fayetteville,161 kV,Line,1969/12/31,15927,3.016,Southwestern Electric Power (AR),TLN194:0190B,In service,AEP - SEP non-TX,299582
201A,Hughes Springs - Linden,69 kV,Line,1969/12/31,83256,15.768,Southwestern Electric Power (TX,TLN194:0201A,In service,AEP - SEP TX,292190
202A,Carthage - Louisiana Pacific,69 kV,Line,1977/12/31,12354,2.340,Southwestern Electric Power (TX,TLN194:0202A,In service,AEP - SEP TX,298606
202B,Carthage - Murvaul Rec Tap,69 kV,Line,1948/12/31,13606,2.577,Southwestern Electric Power (TX,TLN194:0202B,In service,AEP - SEP TX,298622
205A,Jefferson - North Marshall,69 kV,Line,1927/12/31,69037,13.075,Southwestern Electric Power (TX,TLN194:0205A,In service,AEP - SEP TX,298510
205B,Jefferson - Superior (TX),69 kV,Line,1900/01/01,97640,18.493,Southwestern Electric Power (TX,TLN194:0205B,In service,AEP - SEP TX,298414
205C,Marshall 138 - Marshall 69,69 kV,Line,1983/12/31,639,0.121,Southwestern Electric Power (TX,TLN194:0205C,In service,AEP - SEP TX,291534
205D,Marshall 69 - North Marshall,69 kV,Line,1989/12/31,19257,3.647,Southwestern Electric Power (TX,TLN194:0205D,In service,AEP - SEP TX,298654
206A,Perdue North - Clarksville,69 kV,Line,1948/12/31,37216,7.049,Southwestern Electric Power (TX,TLN194:0206A,In service,AEP - SEP TX,298942
207A,Kilgore - Sabine,69 kV,Line,1946/12/31,33108,6.271,Southwestern Electric Power (TX,TLN194:0207A,In service,AEP - SEP TX,291582
207B,Service Pipeline Tap,69 kV,Tap,1964/12/31,6018,1.140,Southwestern Electric Power (TX,TLN194:0207B,In service,AEP - SEP TX,435766
208A,Greggton - Lake Lamond,138 kV,Line,1968/12/31,14473,2.741,Southwestern Electric Power (TX,TLN194:0208A,In service,AEP - SEP TX,298958
208B,Lake Lamond - Longview,69 kV,Line,1968/12/31,18155,3.438,Southwestern Electric Power (TX,TLN194:0208B,In service,AEP - SEP TX,291630
208C,Longview Heights - Hallsville,138 kV,Line,2017/07/31,34671,6.566,Southwestern Electric Power (TX,TLN194:00371,In service,AEP - SEP TX,298702
208D,Longview Heights - Whitney 69,69 kV,Line,1963/12/31,22447,4.251,Southwestern Electric Power (TX,TLN194:0208D,In service,AEP - SEP TX,298718
208E,Midvalley Longview Tap,69 kV,Tap,1954/12/31,15248,2.888,Southwestern Electric Power (TX,TLN194:0208E,In service,AEP - SEP TX,435765
208F,Nettleton Texoma Tap,69 kV,Tap,1954/12/31,808,0.153,Southwestern Electric Power (TX,TLN194:0208F,In service,AEP - SEP TX,435764
209A,Daingerfield - Mt Pleasant,69 kV,Line,1946/12/31,91740,17.375,Southwestern Electric Power (TX,TLN194:0209A,In service,AEP - SEP TX,298046
209B,Daingerfield - Hughes Springs,69 kV,Line,1978/12/31,31878,6.038,Southwestern Electric Power (TX,TLN194:0209B,In service,AEP - SEP TX,298014
210A,Kilgore - Whitney,69 kV,Line,1965/12/31,82662,15.656,Southwestern Electric Power (TX,TLN194:0210A,In service,AEP - SEP TX,291726
210B,Longview - Whitney,69 kV,Line,1967/12/31,13878,2.628,Southwestern Electric Power (TX,TLN194:0210B,In service,AEP - SEP TX,291742
211A,Hawkins - Mineola,69 kV,Line,1962/12/31,95211,18.032,Southwestern Electric Power (TX,TLN194:0211A,In service,AEP - SEP TX,291758
211B,Hawkins - Perdue,69 kV,Line,1962/12/31,66275,12.552,Southwestern Electric Power (TX,TLN194:0211B,In service,AEP - SEP TX,298990
212A,Mineola - North Mineola,69 kV,Line,1947/12/31,12412,2.351,Southwestern Electric Power (TX,TLN194:0212A,In service,AEP - SEP TX,291790
212B,Mobile Texoma Tap,69 kV,Tap,1973/12/31,15683,2.970,Southwestern Electric Power (TX,TLN194:0212B,In service,AEP - SEP TX,291806
212F,North Mineola - Quitman,69 kV,Line,1900/01/01,1102,0.209,Southwestern Electric Power (TX,TLN194:0212F,In service,AEP - SEP TX,451761
212G,Petty - Pilgrims Pride,69 kV,Line,1978/12/31,8147,1.543,Southwestern Electric Power (TX,TLN194:0212G,In service,AEP - SEP TX,298254
212H,Pilgrims Pride - Winfield,69 kV,Line,1929/12/31,42454,8.040,Southwestern Electric Power (TX,TLN194:0212H,In service,AEP - SEP TX,298222
212J,Quitman - Winnsboro,69 kV,Line,1900/01/01,3141,0.595,Southwestern Electric Power (TX,TLN194:0212J,In service,AEP - SEP TX,379072
212K,Winfield - Winnsboro,69 kV,Line,1929/12/31,139130,26.350,Southwestern Electric Power (TX,TLN194:0212K,In service,AEP - SEP TX,291886
213A,Red Springs REA Tap (NEED TO DELETE),69 kV,Tap,1978/12/31,20,0.004,Southwestern Electric Power (TX,TLN999:99999,In service,AEP - SEP TX,300478
213B,Bann - Thirty Ninth Street,69 kV,Line,1940/12/31,49522,9.379,Southwestern Electric Power (TX,TLN194:0213B,In service,AEP - SEP TX,291934
213D,Cookville Tap,69 kV,Line,1967/12/31,9594,1.817,Southwestern Electric Power (TX,TLN194:0213D,In service,AEP - SEP TX,291950
213E,Lone Star Ordinance Tap,69 kV,Tap,1940/12/31,5706,1.081,Southwestern Electric Power (TX,TLN194:0213E,In service,AEP - SEP TX,291966
213F,Mount Pleasant - Dekalb,69 kV,Line,1948/12/31,179379,33.973,Southwestern Electric Power (TX,TLN194:0213F,In service,AEP - SEP TX,298206
213G,New Boston - North New Boston,69 kV,Line,1978/12/31,7589,1.437,Southwestern Electric Power (TX,TLN194:0213G,In service,AEP - SEP TX,291982
213H,Red River Arsenal Tap (Estimated),69 kV,Tap,1990/12/31,1942,0.368,Southwestern Electric Power (TX,TLN194:0213H,In service,AEP - SEP TX,291998
213K,Sugar Hill West Tap,69 kV,Tap,1981/12/31,2846,0.539,Southwestern Electric Power (AR),TLN194:0213K,In service,AEP - SEP non-TX,292014
213M,Taylor Street - Texarkana Plant (TX),69 kV,Line,1951/12/31,14353,2.718,Southwestern Electric Power (TX,TLN194:0213M,In service,AEP - SEP TX,292030
213M,Taylor Street - Texarkana Plant (AR),69 kV,Line,1951/12/31,1823,0.345,Southwestern Electric Power (AR),TLN194:0213M,In service,AEP - SEP non-TX,306254
213N,Taylor Street - Thirty Ninth Street,69 kV,Line,1951/12/31,12748,2.414,Southwestern Electric Power (TX,TLN194:0213N,In service,AEP - SEP TX,298926
214B,Grand Saline - Quitman,69 kV,Line,1964/12/31,132684,25.130,Southwestern Electric Power (TX,TLN194:0214B,In service,AEP - SEP TX,292078
215A,Beckville - Rock Hill,69 kV,Line,1900/01/01,21515,4.075,Southwestern Electric Power (TX,TLN194:0215A,In service,AEP - SEP TX,292110
215C,Marshall 69 - Rock Hill,69 kV,Line,1993/12/31,86478,16.378,Southwestern Electric Power (TX,TLN194:0215C,In service,AEP - SEP TX,298638
215D,Northwest Henderson - Poynter,138 kV,Line,2014/01/31,17620,3.337,Southwestern Electric Power (TX,TLN194:0215D,In service,AEP - SEP TX,292142
215E,Northwest Henderson - Overton,138 kV,Line,1984/12/31,71621,13.565,Southwestern Electric Power (TX,TLN194:0215E,In service,AEP - SEP TX,298974
215F,Overton - Turnertown,69 kV,Line,1984/12/31,44352,8.400,Southwestern Electric Power (TX,TLN194:0215F,In service,AEP - SEP TX,422005
216A,Hughes Springs - Lone Star South,69 kV,Line,1954/12/31,43830,8.301,Southwestern Electric Power (TX,TLN194:0216A,In service,AEP - SEP TX,297998
216B,Jenkins Rec Tap,69 kV,Tap,1967/12/31,37048,7.017,Southwestern Electric Power (TX,TLN194:0216B,In service,AEP - SEP TX,429366
216C,Lone Star Power Plant - Lone Star South,69 kV,Line,1969/12/31,9922,1.879,Southwestern Electric Power (TX,TLN194:0216C,In service,AEP - SEP TX,292222
216D,Lone Star Steel Mill Tap,69 kV,Tap,1967/12/31,11971,2.267,Southwestern Electric Power (TX,TLN194:0216D,In service,AEP - SEP TX,429365
218A,Mount Pleasant - Petty,69 kV,Line,1952/12/31,11025,2.088,Southwestern Electric Power (TX,TLN194:0218A,In service,AEP - SEP TX,298062
218B,Petty - Pittsburg,138 kV,Line,1925/12/31,48220,9.133,Southwestern Electric Power (TX,TLN194:0218B,In service,AEP - SEP TX,292286
218C,Pittsburg Steel Tap,69 kV,Tap,1975/12/31,8795,1.666,Southwestern Electric Power (TX,TLN194:0218C,In service,AEP - SEP TX,292302
219A,Air Liquide Tap,69 kV,Tap,1974/12/31,4052,0.768,Southwestern Electric Power (TX,TLN194:0219A,In service,AEP - SEP TX,300318
219B,LeTourneau Tap,69 kV,Tap,1955/12/31,7604,1.440,Southwestern Electric Power (TX,TLN194:0219B,In service,AEP - SEP TX,300334
219C,Southeast Longview - Whitney,69 kV,Line,1950/12/31,17038,3.227,Southwestern Electric Power (TX,TLN194:0219C,In service,AEP - SEP TX,292334
225A,Karnack Switching Tap,69 kV,Tap,1941/12/31,8978,1.700,Southwestern Electric Power (TX,TLN194:0225A,In service,AEP - SEP TX,292414
225B,Midvalley Pipeline Tap,69 kV,Tap,1974/12/31,23714,4.491,Southwestern Electric Power (TX,TLN194:0225B,In service,AEP - SEP TX,292430
229A,Pittsburg - Winnsboro 69kV,69 kV,Line,1965/12/31,99983,18.936,Southwestern Electric Power (TX,TLN194:0229,In service,AEP - SEP TX,292494
237A,Harrison Road - Perdue,138 kV,Line,1972/12/31,109840,20.803,Southwestern Electric Power (TX,TLN194:0237A,In service,AEP - SEP TX,292590
241B,Bann - Northwest Texarkana,138 kV,Line,1941/12/31,17676,3.348,Southwestern Electric Power (TX,TLN194:0241B,In service,AEP - SEP TX,292654
241D,IPC Domino - West Atlanta,138 kV,Line,1941/12/31,127303,24.110,Southwestern Electric Power (TX,TLN194:0241D,In service,AEP - SEP TX,298286
241E,Jefferson Switching - Marshall 138,138 kV,Line,1941/12/31,89142,16.883,Southwestern Electric Power (TX,TLN194:0241E,In service,AEP - SEP TX,298686
241F,Knox Lee - Overton,138 kV,Line,1941/12/31,126036,23.870,Southwestern Electric Power (TX,TLN194:0241F,In service,AEP - SEP TX,292702
241G,Knox Lee - Pirkey,138 kV,Line,1941/12/31,72517,13.734,Southwestern Electric Power (TX,TLN194:0241G,In service,AEP - SEP TX,292718
242A,IPC Jefferson - Lieberman (TX),138 kV,Line,1947/12/31,104811,19.851,Southwestern Electric Power (TX,TLN194:0242A,In service,AEP - SEP TX,290414
243A1,Eastex Switching Station - North Texas Eastman #1,138 kV,Line,1978/12/31,6012,1.139,Southwestern Electric Power (TX,TLN194:243A1,In service,AEP - SEP TX,292734
243A2,Eastex Switching Station - South Texas Eastman,138 kV,Line,1980/12/31,4853,0.919,Southwestern Electric Power (TX,TLN194:243A2,In service,AEP - SEP TX,292750
243B,Eastex Switching Station - North Texas Eastman #2,138 kV,Line,1978/12/31,4716,0.893,Southwestern Electric Power (TX,TLN194:0243B,In service,AEP - SEP TX,292766
243C,Eastex Switching Station - Whitney,138 kV,Line,1950/12/31,17835,3.378,Southwestern Electric Power (TX,TLN194:0243C,In service,AEP - SEP TX,292782
243D,Knox Lee - South Texas Eastman,138 kV,Line,1950/12/31,34564,6.546,Southwestern Electric Power (TX,TLN194:0243D,In service,AEP - SEP TX,292798
243E,Marshall 138 - Pirkey,138 kV,Line,1946/12/31,46491,8.805,Southwestern Electric Power (TX,TLN194:0243E,In service,AEP - SEP TX,298670
243F,Pirkey - Whitney,138 kV,Line,1946/12/31,72032,13.642,Southwestern Electric Power (TX,TLN194:0243F,In service,AEP - SEP TX,292814
244A,Pirkey - Scottsville,138 kV,Line,1941/12/31,97235,18.416,Southwestern Electric Power (TX,TLN194:0244A,In service,AEP - SEP TX,292846
245A,Rock Hill - South Shreveport (TX),138 kV,Line,2014/11/16,128090,24.260,Southwestern Electric Power (TX,TLN194:0245A,In service,AEP - SEP TX,305854
246A,North New Boston - Wilkes,138 kV,Line,1959/12/31,246355,46.658,Southwestern Electric Power (TX,TLN194:0246A,In service,AEP - SEP TX,292894
249A,Diana - Pliler Road,138 kV,Line,1950/12/31,93190,17.650,Southwestern Electric Power (TX,TLN194:0249A,In service,AEP - SEP TX,292958
249C,Pliler Road - Whitney,138 kV,Line,1950/12/31,43654,8.268,Southwestern Electric Power (TX,TLN194:0249C,In service,AEP - SEP TX,292990
271A,Lydia - Valliant (SWEPCO),345 kV,Line,1970/12/31,119964,22.720,Southwestern Electric Power (TX,TLN194:0271A,In service,AEP - SEP TX,293086
271B,Welsh - Wilkes,345 kV,Line,1970/12/31,162586,30.793,Southwestern Electric Power (TX,TLN194:0271B,In service,AEP - SEP TX,293102
271C,Welsh - Lydia,345 kV,Line,1970/12/31,125937,23.852,Southwestern Electric Power (TX,TLN194:0271C,In service,AEP - SEP TX,298030
272A,Diana - Welsh (CKT#1),345 kV,Line,1973/12/31,126033,23.870,Southwestern Electric Power (TX,TLN194:0272A,In service,AEP - SEP TX,298750
273A,Crockett - Tenaska Rusk County,345 kV,Line,1978/12/31,355628,67.354,Southwestern Electric Power (TX,TLN194:0273A,In service,AEP - SEP TX,299310
273B,Diana - Pirkey,345 kV,Line,1977/12/31,131300,24.867,Southwestern Electric Power (TX,TLN194:0273B,In service,AEP - SEP TX,293166
273C,Pirkey - Tenaska Rusk County,345 kV,Line,1978/12/31,197232,37.355,Southwestern Electric Power (TX,TLN194:0273C,In service,AEP - SEP TX,299326
274A,Northwest Texarkana - Welsh,345 kV,Line,1978/12/31,280971,53.214,Southwestern Electric Power (TX,TLN194:0274A,In service,AEP - SEP TX,293198
280A,Craig Junction - Mena (OK),138 kV,Line,2000/12/31,94685,17.933,Southwestern Electric Power (OK,TLN194:0280A,In service,AEP - SEP non-TX,306334
9999999,Greenland - VBI North (AECC),161 kV,Line,2018/06/18,49613,9.396,Southwestern Electric Power (AR),TLN194:00389,In service,AEP - SEP non-TX,675796
9999999,North Mineola - Morton Tap (WCEC),138 kV,Line,2018/06/18,2331,0.441,Southwestern Electric Power (TX,TLN194:00198,In service,AEP - SEP TX,692401
9999999,North Huntington - Waldron West,161 kV,Line,2017/09/17,97395,18.446,Southwestern Electric Power (AR),TLN194:00388,In service,AEP - SEP non-TX,669697
9999999,Brownlee Road - North Market,138 kV,Line,2017/03/20,24868,4.710,Southwestern Electric Power (LA),TLN194:00405,In service,AEP - SEP non-TX,608241
9999999,Hallsville - Marshall,138 kV,Line,2016/10/23,58891,11.154,Southwestern Electric Power (TX,TLN194:00372,In service,AEP - SEP TX,658802
9999999,Broadmoor - Fort Humbug,138 kV,Line,2016/09/11,9238,1.750,Southwestern Electric Power (LA),TLN194:00408,In service,AEP - SEP non-TX,618177
9999999,VALLIANT - NORTHWEST TEXARKANA,345 kV,Line,2016/04/12,230765,43.705,Southwestern Electric Power (TX,TLN194:90928,In service,AEP - SEP TX,626489
9999999,Layfield Extension,500 kV,Extension,2016/04/05,0,0.000,Southwestern Electric Power (LA),TLN194:00367,In service,AEP - SEP non-TX,587443
9999999,Blocker Tap,138 kV,Tap,2016/03/01,653,0.124,Southwestern Electric Power (TX,TLN194:00379,In service,AEP - SEP TX,578161
9999999,Marshall 138 - Rock Hill,138 kV,Line,2015/11/19,11872,2.249,Southwestern Electric Power (TX,TLN194:00375,In service,AEP - SEP TX,575921
9999999,Ellerbe Road - South Shreveport,138 kV,Line,2015/08/23,15922,3.016,Southwestern Electric Power (LA),TLN194:0114H,In service,AEP - SEP non-TX,675794
9999999,Welsh Bus Tie #1,345 kV,Line,2015/05/30,1972,0.373,Southwestern Electric Power (TX,TLN194:00406,In service,AEP - SEP TX,603763
9999999,Welsh Bus Tie #2,345 kV,Line,2015/05/30,2704,0.512,Southwestern Electric Power (TX,TLN194:00407,In service,AEP - SEP TX,603764
9999999,Mt. Pleasant - West Mt. Pleasant,138 kV,Line,2014/11/30,16033,3.036,Southwestern Electric Power (TX,TLN194:00378,In service,AEP - SEP TX,573041
9999999,Dekalb - New Boston,138 kV,Line,2014/09/07,71144,13.474,Southwestern Electric Power (TX,TLN194:00384,In service,AEP - SEP TX,606660
9999999,Osburn Tap,161 kV,Tap,2013/05/31,2,0.000,Southwestern Electric Power (AR),TLN194:00360,In service,AEP - SEP non-TX,482161
9999999,Turk GSU - Turk,138 kV,Line,2010/12/31,1995,0.378,Southwestern Electric Power (AR),TLN999:99999,In service,AEP - SEP non-TX,421047
9999999,Turk Rat -Turk,138 kV,Line,2010/12/31,2299,0.435,Southwestern Electric Power (AR),TLN999:99999,In service,AEP - SEP non-TX,421361
9999999,Pirkey - LeBrock,345 kV,Line,2002/12/31,32652,6.184,Southwestern Electric Power (TX,TLN194:00281,In service,AEP - SEP TX,299998
9999999,Brookline - Flint Creek (AEC),345 kV,Line,1984/12/31,1,0.000,Arkansas Electric Co-op,TLN999:99999,In service,Arkansas Electric Co-op,305758
9999999,Branch - North Magazine - VBI (OGE),161 kV,Line,1900/01/01,47473,8.991,non AEP,TLN999:99999,In service,other,299486
9999999,Montgomery (Entergy Owned),69 kV,Line,1900/01/01,14124,2.675,non AEP,TLN999:99999,In service,other,440883
9999999,Overton 138KV Bus Tie,138 kV,Bus tie,1900/01/01,151,0.029,Southwestern Electric Power (TX,SEP0070,In service,AEP - SEP TX,477048
9999999,DeQueen Transformer Lead,138 kV,Bus tie,1900/01/01,356,0.067,Southwestern Electric Power (AR),SEP0033,In service,AEP - SEP non-TX,478005
9999999,Atoka Bus Tie #1,138 kV,Bus tie,1900/01/01,171,0.032,Public Service of Oklahoma,TLN999:99999,In service,AEP - TNC,478014
9999999,Atoka Bus Tie #2,138 kV,Bus tie,1900/01/01,170,0.032,Public Service of Oklahoma,PSO66839,In service,AEP - TNC,478015
9999999,Diana Bus Tie #1,138 kV,Bus tie,1900/01/01,296,0.056,Southwestern Electric Power (TX,SEP0068,In service,AEP - SEP TX,478969
9999999,Diana Bus Tie #2,138 kV,Bus tie,1900/01/01,318,0.060,Southwestern Electric Power (TX,SEP0068,In service,AEP - SEP TX,478970
9999999,Wilkes Bus Tie,138 kV,Bus tie,1900/01/01,345,0.065,Southwestern Electric Power (TX,SEP077,In service,AEP - SEP TX,478972
9999999,Mt. Olive - Hartburg (CLECO),500 kV,other,1900/01/01,0,0.000,CLECO,TLN999:99999,In service,other,587444
